ime,datum 
Kristjan Oja,08.08.1968
Vaughn Chipeur,21.12.1984
Katerina Vojackova,24.01.1997
Susi Erdmann,29.01.1968
Megan Taylor,25.10.1920
Niilo Halonen,25.12.1940
Linda Johnson,20.06.1971
Justine Dufour Lapointe,25.03.1994
Hassan Shemshaki,22.05.1974
Naomi Hoshikawa,03.06.1969
Wayne Dustin,18.09.1965
Irina Kokoueva,24.06.1973
Denis Klobucar,16.04.1983
James Curran,16.08.1958
Jean Pazzi,07.08.1920
Vera Hruba,12.07.1920
Veronika Korsunova,20.04.1992
Mirela Rahneva,26.07.1988
Carl Johan Bergman,14.03.1978
Jindriska Kramperova,28.09.1940
Tina Hermann,05.03.1992
Sergei Maytakov,07.01.1990
Carlos Andres Bruderer,06.01.1967
Rose Pettinger,16.09.1933
Marjan Orlewicz,05.10.1913
Toini Poysti,01.07.1933
Peter Kozma,16.05.1961
Frantisek Repka,09.01.1966
Timofey Skopin,05.04.1989
Olga Novikova,23.01.1973
Kimberley Mcrae,24.05.1992
Agostino Lanfranchi,24.06.1892
Delphine Heymann Burlet,24.11.1966
Marina Pupina,15.05.1977
Yvonne Gomez,19.12.1966
Mario Scheiber,06.03.1983
Anssi Koivuranta,03.07.1988
Olav Odden,28.09.1914
Enrico Fabris,05.10.1981
Dinah Browne,27.11.1969
Jack Shea,07.09.1910
Vladimir Breitchev,16.12.1958
Vladimir Shitov,08.07.1952
Jean Guillaume Beatrix,24.03.1988
Jan Plonka,24.09.1920
Heinz Kuttin,05.01.1971
Rosslyn Robinson,
Anders Strom,21.08.1901
Kwang Ki Lee 1,13.10.1993
Matthias Simmen,03.02.1972
Sonja Henie,08.04.1912
Suna Murray,16.04.1955
Lisa Hoernblad,06.03.1996
Alexandra Orlova,28.08.1997
Alex Coomber,28.12.1973
Tugba Kocaaga,25.05.1985
Alexander Zubkov,10.08.1974
Hiroomi Takizawa,13.09.1973
Shoma Uno,17.12.1997
Ole Christian Furuseth,07.01.1967
Ute Gahler,12.04.1941
Arnaud Alessandria,15.07.1993
Wolfgang Perner,17.09.1967
Stanislaw Styrczula,26.01.1929
Kevin Sirois,20.04.1949
Felix Mathieu,15.10.1937
Cristian Saracco,11.04.1976
Clemens Millauer,15.12.1994
Gabriela Angaut,14.12.1963
Ibrahim Jaja,
Changyu Li,19.07.1983
Alla Tsuper,16.04.1979
Zoltan Eotvos,
Avril Jocelyn Wardrop Moore,22.04.1932
Leejun Kweon,24.10.1997
Luis Cristobal,
Gustav Adolf Lantschner,12.08.1910
Pavel Trikhichev,07.11.1992
Yumi Kaeriyama,31.05.1967
Tuija Sikio,23.11.1969
Clara Hughes,27.09.1972
Magdalena Gwizdon,04.08.1979
Paul Kraus,28.10.1917
Ieva Cederstrema,13.04.1969
Yang Gao,01.11.1980
Yury Kondakov,24.11.1951
Siegrid Pallhuber,01.05.1970
Darian Stevens,29.10.1996
Aleksandr Kibalko,25.10.1973
Brett Carpentier,03.06.1975
Shane Williamson,28.04.1995
Tsugio Hasegawa,18.06.1913
Raimo Hietala,09.04.1946
Jurij Tepes,14.02.1989
Chil Ku Kang,08.08.1984
Olga Melnik,12.05.1974
Nils Egil Aaness,31.01.1936
Villy Haugen,27.09.1944
Arthur Mannsbarth,28.04.1930
Mihail Gribusencov,30.01.1980
Clemence Grimal,04.03.1994
Te An Lien,29.10.1994
Tommy Ford,20.03.1989
Franz Beck,04.03.1930
Agneta Lindskog,25.04.1953
Silvia Glatthard,11.03.1930
Szczepan Kupczak,29.11.1992
Rudi Kopp,31.01.1926
Martin Ponsiluoma,08.09.1995
Hovhannes Sargsyan,14.11.1987
Elmo Kassin,13.10.1969
Lieuwe De Boer,26.06.1951
Esko Rautionaho,23.09.1950
Lydia Stephans,19.10.1960
Egon Fleischmann,26.08.1934
Markus Schmid,23.10.1968
Ernst Von Grunigen,23.03.1950
Yury Burlakov,31.01.1960
Harold Taylor,12.03.1924
Yelena Tikhanina,27.05.1977
Hiroshi Itagaki,27.04.1945
Anna Savelyeva,29.07.1977
Jinzhi Dong,07.03.1977
Hak Jin Lee,20.08.1985
Kazukichi Oimatsu,23.10.1911
Chang Soon Kim,23.01.1931
Roberto Sighel,17.02.1967
Ludvig Fjallstrom,15.04.1993
Oeystein Pettersen,19.01.1983
Alexis Contin,19.10.1986
Anthony Deane,03.07.1984
Antonin Hajek,12.02.1987
Valj Semerenko,18.01.1986
Lizaveta Kuzmenka,18.04.1987
Havard Bokko,02.02.1987
Zdenek Fikar,18.05.1926
Natalie Grenier,11.03.1964
Pavel Rostovtsev,21.09.1971
Oxana Ravilova,20.05.1967
Alexandre Mohbat,16.05.1995
Isadora Williams,08.02.1996
Cynthia Mascitto,04.10.1992
Frits Schalij,14.08.1957
Robert Meglic,04.11.1974
Xaver Hoffmann,22.11.1974
Veronika Vitkova,09.12.1988
Trine Bakke Rognmo,11.01.1975
Jon Anders Lindstad,04.07.1994
Berit Johannessen,17.03.1951
Odd Harald Lundberg,03.10.1917
Franz Goering,22.10.1984
Sepp Wildgruber,01.01.1959
Hermann Strutz,02.12.1938
Britt Hawes,13.03.1990
Dusan Kozisek,25.04.1983
Karl Johan Baadsvik,22.08.1910
Johanna Schnarf,16.09.1984
Henrik Christiansen 1,10.02.1983
Julian Vasey,26.04.1950
Tobias Hellman,16.01.1973
Colleen Bolton,19.03.1957
Tatjana Huefner,30.04.1983
Alexey Chervotkin,30.04.1995
Emre Simsek,14.06.1987
Sebastien Lacroix,20.04.1983
Ricardo Campo Galindo,04.03.1969
Amund Sjobrend,01.12.1952
Galina Grzhibovskaya,12.07.1951
Alexander Gassner,09.08.1989
Maciej Starega,31.01.1990
Pascal Bodmer,04.01.1991
Henri Mollin,17.12.1958
Hannah Teter,27.01.1987
Christoph Sumann,19.01.1976
Anton Soltys,30.04.1937
Rachael Flatt,21.07.1992
Keiji Shirahata,08.10.1973
Hae Sook Shin,29.11.1957
Robert Fagan,29.07.1976
Valerie Scott,21.04.1967
Alexei Schibko,27.09.1977
Mira Leung,28.03.1989
Kvetoslava Jeriova,10.10.1956
Mie Uehara,01.07.1971
Franz Renggli,01.09.1952
Andrijana Stipanicic,18.09.1981
Margarita Marbler,16.07.1975
Remo Fischer,13.08.1981
Eeva Ruoppa,02.05.1932
Kazuo Sato 1,10.06.1937
Gottlieb Konradsson,09.02.1961
Juha Alm,02.05.1969
Oskar Olsen,17.10.1897
Yosuke Eto,10.05.1934
Jean Marie Bourgeois,19.11.1939
Pieralberto Carrara,14.02.1966
Nicolas Huber,14.01.1995
Julia Manhard,28.08.1987
Hubertus Von Hohenlohe,02.02.1959
Shihomi Shinya,10.08.1979
Kadri Lehtla,03.05.1985
Vladimir Zografski,14.07.1993
Alfina Sukhanova,01.01.1944
Lucille Wheeler,14.01.1935
Seon Yeong Noh,19.10.1989
Annalisa Drew,28.05.1993
Johan Kjolstad,09.03.1983
Espen Hvammen,13.11.1988
Patricia Boydstun,22.12.1951
Jonathan Midol,13.01.1988
Carl Swenson,20.04.1970
Andreas Schifferer,03.08.1974
Ricardo Burgos Spangen,04.03.1965
Hiroki Yokoyama,18.02.1994
Emily Sarsfield,30.06.1983
Diana Haight,28.04.1964
Bo Ra Lee,16.08.1986
Gretchen Bleiler,10.04.1981
Goran Johansson,06.11.1941
Jan Scherrer,11.07.1994
Gian Matteo Giordani,15.02.1984
Toshihiko Itokawa,20.09.1974
Dijana Grudicek,04.06.1978
David J Lawrence,15.04.1930
Amar Garibovic,07.09.1991
Yekaterina Shikhova,25.06.1985
Elaine Zayak,12.04.1965
Walter Glass,30.11.1904
Michaela Dorfmeister,25.03.1973
Carl Verheijen,26.05.1975
Christina Geiger,06.02.1990
Czeslawa Stopka,21.12.1937
Kazuhiro Kokubo,16.08.1988
Chieko Ito,02.04.1954
Yoon Man Kim,25.02.1973
Antonin Sponar,08.04.1920
Aiva Aparjode,18.02.1977
Katia Griffiths,04.08.1980
Oleg Ryzhenkov,15.12.1967
Madeleine Berthod,01.02.1931
Iveta Knizkova,03.03.1967
Amber Peterson,24.04.1982
Zan Kosir,11.04.1984
Chol Yun 1,01.01.1975
Maria Kowalska,19.05.1929
Matteo Nana,25.08.1974
Steffi Von Siebenthal,08.11.1977
Aidan Kelly,06.09.1994
Adolf Scherwitzl,27.06.1938
Otto Wahl,30.11.1904
Armin Niederer,28.02.1987
Tom Reichelt,12.05.1982
Isabelle Blanc,25.07.1975
Andreas Sander,13.06.1989
Stanislav Detkov,16.09.1980
Andreas Felder,06.03.1962
Jason Smith 2,11.01.1982
James Hamilton,07.06.1989
Dmitry Sarsembaev,29.11.1997
Gino Burrini,12.05.1934
Bernadetta Piotrowska,11.03.1970
Melissa Hoar,26.01.1983
Corinna Boccacini,10.03.1985
Berta Kolokoltseva,29.10.1937
Mitchel Malyk,07.10.1995
Hannu Posti,15.01.1926
Tim Cafe,12.08.1987
Leslie Bancroft,22.02.1959
Bibija Kerla,23.10.1959
Tessa Benoit,17.03.1977
Ulla Zirne,06.08.1995
John Coyle,18.08.1968
Aleksandra Artemenko,30.11.1927
Marie Saary,17.03.1928
Marit Haraldsen,25.07.1937
Erika Mcleod,28.11.1981
Zijun Li,14.12.1996
Alenka Cebasek 1,24.04.1989
Ivan Rieder,03.12.1976
Sergei Petrik,01.11.1967
Klaus Sulzenbacher,03.02.1965
Naoki Yuasa,24.04.1983
Luis Viscarra,23.08.1960
Jaroslav Lukes,05.02.1912
Ilia Klimkine,15.08.1980
Lyubov Yegorova,05.05.1966
Markus Troger,16.04.1966
Shinzo Yamada,15.07.1915
Johannes Thingnes Boe,16.05.1993
Michela Figini,07.04.1966
Haavard Klemetsen,05.01.1979
Pamela Zoellner,15.01.1977
Armas Petter Kuvaja,15.06.1921
Ivan Ruttkay,19.12.1922
Nikol Kucerova,23.06.1989
Chloe Dufour Lapointe,02.12.1991
Nagib Barrak,30.11.1939
Kalevi Laurila,05.12.1937
Jonas Westman,28.08.1909
Lada Nesterenko,03.08.1976
Aris Vatimbellas,02.02.1916
Szvetlana Keszthelyi,19.08.1971
Rene Mercier,22.01.1937
Simon Hallenbarter,05.03.1979
Casey Fitzrandolph,21.01.1975
Robbie Dixon,04.01.1985
Zeki Samiloglu,29.01.1937
Janet Lynn,06.04.1953
Delfin Campo Galindo,27.10.1966
Attila Bonis,02.04.1971
Grazyna Dudek,20.08.1960
Michael Mcmillen,12.04.1964
Sasa Molnar,
Alexander Mazany,12.03.1923
Jeremy Pancras,26.12.1991
Virginio Lunardi,22.03.1968
Joona Kangas,28.04.1997
Donald Stevens,22.09.1963
Willi Klein,18.02.1927
Shuang Li 1,27.06.1992
Claudia Kristofics Binder,05.10.1961
Pavel Ploc 1,15.06.1964
Ryosuke Tsuchiya,29.11.1994
Jeremy Teela,28.11.1976
Vasilij Bezsmelnizin,18.01.1975
Julio C Moreschi,22.09.1963
Jan Ziobro,24.06.1991
Lars Erik Efverstrom,26.02.1925
Monica Bosch Forrellad,09.09.1972
Rustam Valiullin,24.06.1976
Matti Hautamaeki,14.07.1981
Gloria Kotnik,01.06.1989
Richard Mize,17.12.1935
Patrizia Kummer,16.10.1987
Alexander Glebov,15.07.1983
Monica Jauca,03.09.1968
Stanislav Selyanin,12.08.1936
Tonio Biondini,01.01.1945
Tyler Jewell,21.02.1977
Yrjo Salpakari,25.09.1945
Heidi Zacher,17.03.1988
Desire Lacroix,18.12.1927
Anna Fenninger,18.06.1989
Tsutomu Sekido,25.03.1915
Fanyu Kong,06.06.1993
Ann Battelle,18.01.1968
Thomas Dressen,22.11.1993
Philippe Candeloro,17.02.1972
Daria Gaiazova,24.12.1983
Ja Youn Kim,28.04.1978
Alvaro Gijon,27.04.1976
Andreas Dietel,20.10.1959
Abraham Hardy,06.10.1910
Hansjorg Farbmacher,20.09.1940
Friderik Detisek,27.01.1943
Mikito Tachizaki,17.05.1988
Sergio Bergamelli,16.08.1970
Dawei Han,06.10.1977
Elena Khrustaleva 1,28.09.1980
Triin Ojaste,14.03.1990
Russell Currier,26.06.1987
Leif Andersson 1,26.04.1961
Trygve Brodahl,20.08.1905
Pekka Niemi,15.11.1909
Joanne Conway,11.03.1971
Jerry K Martin,18.08.1950
In Ho Cho,24.06.1978
Lidia Trettel,05.04.1973
Petar Zografov,11.07.1964
Anna Stera Kustusz,14.11.1974
Matti Pitkanen,20.12.1948
Irena Pawelczyk,09.03.1934
Enver Ablaev,05.06.1979
Hans Peter Lanig,07.12.1935
Matej Falat,08.02.1993
Odd Arne Engh,14.04.1951
Zan Kranjec,15.11.1992
Sean Greenwood,30.07.1987
Astrid Lodemel,09.12.1971
Sepp Lichtenegger,13.11.1937
Tobias Barnerssoi,19.06.1969
Young Suk Joung,06.10.1967
Ids Postma,28.12.1973
Veronica Holmsten,15.03.1956
Veronica Ampudia,31.07.1973
Per Ulf Helander,01.09.1935
Yasuhiro Ikuta,12.06.1979
Duff Gibson,11.08.1966
Jan Axel Strom,06.09.1945
Shumei Yu,20.10.1977
Vera Viczian,28.09.1972
Raimo Manninen,03.10.1940
Christer Majback,30.01.1964
Johan Grottumsbraaten,24.02.1899
Francesca Marsaglia,27.01.1990
Jacques Gaillard,16.08.1950
Steve Delaup,07.08.1972
Liu Chong Huang,01.03.1950
Hans Speicher,22.04.1952
Gauthier De Tessieres,09.11.1981
Hanni Gehring,15.08.1926
Natalia Zhukova,19.07.1992
Nathaniel Mills,15.02.1970
Osamu Tada,16.05.1935
Lubomir Buchta,16.05.1967
Britt Swartley,03.08.1971
Florence Masnada,16.12.1968
Aleksandra Vasiljevic,10.08.1986
Mihoko Ohtsue,14.10.1946
Stefan Hula,12.09.1947
Michel Alphonse Feron,13.05.1923
Naiying Gong,16.07.1998
Hee Jin Park,12.04.1979
Charles Arthur Akers,12.07.1939
Einar Landvik,25.03.1898
Jean Paul Pierrat,03.07.1952
Sylvain Duclos,22.11.1978
Gheorghe Voicu,05.09.1950
Elfriede Wager,03.04.1946
Marianne Zechmeister,12.04.1960
Noelle Barahona,30.11.1990
Sven Olof Israelsson,13.05.1948
Daichi Yamanaka,01.05.1990
Erica Terwillegar,08.04.1963
Kiminobu Kimura,24.10.1970
Seppo Suhonen,26.04.1967
Keri Morrison,03.07.1991
Arne Bystol,06.05.1951
Franz Vetter,03.12.1933
Andi Grunenfelder,17.09.1960
Andrej Lanisek,13.10.1957
Dominik Bury,29.11.1996
Falko Kirsten,03.01.1964
Hiroki Hirako,06.08.1982
Andreas Birnbacher,11.09.1981
Taro Kondo,08.09.1994
Raimo Seppanen,21.10.1950
Aimee Watson,28.07.1987
Yuzuru Hanyu,07.12.1994
Elma De Vries,20.03.1983
Birger Wasenius,07.12.1911
Amelie Kober,16.11.1987
Joze Knific,17.04.1915
Alexander Connell,13.02.1930
Justo Del Carrill,13.12.1923
Miloslav Sochor,08.01.1952
Christophe Saioni,01.02.1969
Ivan Lunardi,15.05.1973
Leah Poulos Mueller,05.10.1951
Enrique Montano,18.08.1964
Cornel Gheorghe,21.03.1971
Carry Geijssen,11.01.1947
Yangming Zhang,31.08.1994
Jaroslav Doubek,17.06.1931
Gianni Romme,12.02.1973
Alan Alborn,13.12.1980
Emma Lonsdale,24.04.1984
Ferreol Cannard,28.05.1978
Ina Meschik,25.09.1990
Matt Dayton,24.08.1977
Freddy Schwienbacher,03.08.1975
Jan Bols,27.08.1944
Lara Magoni,29.01.1969
Ana Maria Dellai,16.10.1929
Petr Knop,12.05.1994
Heikki Hasu,21.03.1926
Rene Cattarinussi,12.04.1972
Zsolt Antal,21.03.1972
Mauri Roppanen,19.01.1946
David Hislop,03.02.1959
Stefania Belmondo,13.01.1969
Hans Hansson,30.05.1919
Jaime Fortier,23.02.1976
Guido Ghedina,17.01.1931
Gerhard Prinzing,22.04.1943
Julia Marino,14.04.1992
Chloe Georges,01.10.1980
William Carow,26.06.1958
Zhuo Lu,18.11.1980
Gunnar Hallkvist,10.01.1919
Elizabeth Marian Swaney,30.07.1984
Pavel Kolchin,09.01.1930
Tibor Kopacz,17.04.1962
Martin Bianchi,11.02.1981
Kimmie Meissner,04.10.1989
Meiyu Kong,13.02.1960
Martin Rypl,14.09.1967
Frank Rommel,30.07.1984
Resmi Resmiev,19.06.1947
Karin Huttary,23.05.1977
Leopold Kohl,21.03.1930
Borislav Kiriakov,30.03.1963
Tom Velisek,15.01.1981
Jure Kosir,24.04.1972
Adam Kappacher,15.12.1993
Marion Wohlrab,08.06.1974
Jan Schmid 1,24.11.1983
Jean Baptiste Charlet,31.01.1978
Sergey Tarasov,15.02.1965
Juho Mikkonen,28.12.1990
Dan Roycroft,23.02.1978
Maskimilijan Jelenc,26.05.1951
Yvan Richard,11.12.1950
Bogdana Matsotska,27.08.1989
Mirjana Granzov,06.01.1980
Jonatan Johansson,07.03.1980
Gen Tomii,30.05.1973
Markus Malin,28.05.1987
Frederic Berger,27.08.1964
Sean Doherty,08.06.1995
Tatjana Mittermayer,26.07.1964
Thomas Malkin,20.09.1935
Hans Keller 1,01.09.1931
Denis Salagaev,20.10.1979
Paul Murray,08.05.1977
Jae Sik Ude,30.05.1948
Steve Knowlton,03.08.1922
Sigrid Smuda,04.02.1960
Albert Demtschenko,27.11.1971
Beth Coats,20.07.1966
Taina Barioz,02.06.1988
Elena Liashenko,09.08.1976
Ludovic Roux,04.04.1979
Stavre Jada,18.05.1998
Katharina Himmler,06.06.1975
Lenka Faltusova,24.06.1979
Benjamin Koons,09.04.1986
Yang Zhou 1,09.06.1991
Nikolay Gusakov,14.05.1934
Robert Dureville,26.11.1943
Sean Ireland,14.11.1969
Manami Mitsuboshi,16.01.1984
Shoichi Kinoshita,25.12.1954
Derrick Campbell,18.02.1972
Rok Perko,16.07.1985
Janine Monterrain,03.04.1942
Anna Karin Hesse,01.08.1961
Ferran Terra,10.03.1987
Nicholas Fairall,06.07.1989
Jaroslav Janda,17.10.1942
Frederick Tomlins,15.08.1919
Natalja Zjatikova,05.05.1974
Herbert Kolly,28.02.1969
Hubert Leitgeb,31.10.1965
Pavel Mouslimov,15.06.1967
Sylviane Berthod,25.04.1977
Dalibor Motejlek,17.04.1942
Zoe Haas,24.01.1962
Alexandra Nekvapilova,05.10.1919
Roberto Lucero,24.11.1966
Alexander Abt,22.10.1976
Assar Ronnlund,03.09.1935
Gery Sorensen,15.10.1958
Nicolae Barbarescu,19.09.1940
Martti Huhtala,12.11.1918
Kequyen Lam,03.10.1979
Piret Niglas,05.04.1968
Ozer Atesci,16.06.1942
Olli Pekka Peltola,08.09.1969
William Bowerman,17.12.1942
Anna Galmarini,15.10.1942
Susanna Driano,28.05.1957
Hermann Lackner,26.03.1933
Laurie Graham,30.03.1960
Tommy Moe,17.02.1970
Henry Nilsen,12.04.1961
Stacey Cook,03.07.1984
Timo Seppala,27.06.1968
Anke Woehrer,13.10.1985
Sergei Volkov,10.04.1949
Elin Ek,31.08.1973
Hiroaki Kunitake,10.02.2002
Alain Navillod,16.09.1955
Youn Kang Nak,21.09.1967
Kirsi Rautava,22.06.1978
Koba Tsakadze,19.08.1934
Peter James Barron,31.12.1989
Kentaro Minagawa,17.05.1977
Evija Sulce,02.09.1970
Eva Paulusova,19.02.1937
Aleksandr Zhigin,12.09.1986
Herbert Schwarz,08.03.1953
Andrew Noble,10.03.1984
Svein Engen,27.05.1953
Olga Polyuk,15.09.1987
Milouch Ivantchev,09.08.1954
Nicole Schmidhofer,15.03.1989
Valentin Mulej,21.01.1924
Siim Sellis,05.05.1987
Andrzej Krzeptowski Ii,03.08.1902
Nico Van Der Vlies,11.10.1972
Steinunn Saemundsdottir,28.11.1960
Tyler Seitz,13.08.1976
Cindy Meyer,21.06.1964
Toini Gustafsson,17.01.1938
Annette Gerritsen,11.10.1985
Thomas Upham,02.05.1943
Marketa Jeriova,10.06.1976
David Currier,20.04.1952
Diann Roffe,24.03.1967
Sigrid Sundby,13.07.1942
Fritz Koch,12.03.1956
Bengt Erik Grahn,30.04.1941
Mathieu Turcotte,08.02.1977
Georges Fra Da Ric De Wilde,25.11.1900
Franco Bieler,06.12.1950
Leo Tynkkynen,06.11.1934
Anders Nasstrom,30.04.1964
Penelope Di Lella,17.04.1974
Luca Aerni,27.03.1993
Lyudmila Titova,26.03.1946
Harald Okern,19.01.1898
Sigrun Krause,28.01.1954
Theo Meding,06.05.1931
Ute Dix,10.09.1955
Christopher Grotheer,31.07.1992
Anneli Nasstrom,29.10.1961
Jindrich Zeman,30.09.1950
William Nagle,09.05.1885
Reto Barrington,25.12.1952
Maelle Ricker,02.12.1978
Lara Gut,27.04.1991
Jeen Van Den Berg,08.01.1928
Attilio Lombard,07.06.1944
Nathalie Weinzierl,08.04.1994
Victor Arbez,17.05.1934
Giorgio Cecchetti,11.09.1944
Jan Ziemianin,19.05.1962
Kristinn Magnusson,10.01.1981
Sergei Chudinov,08.06.1983
Miha Hrobat,03.02.1995
Jan Kohoutek,16.08.1971
Kalju Ojaste,08.12.1961
Jan Einar Thorsen,31.08.1966
Charlie Cosnier,07.01.1980
Joo Hyun Chun,28.02.1977
Janno Prants,19.12.1973
Sergey Savelyev,26.02.1948
Roberto Thostrup,07.08.1942
Keijo Tiitola,22.09.1964
Oddmund Jensen,26.09.1928
Walter Jeandel,25.04.1918
Halvor Skramstad Lunn,18.09.1980
Jens Muller,06.07.1965
Benoit Carrara,07.05.1926
Edi Dadic,22.12.1993
D Howard Bagguley,31.05.1909
Nicole Gius,16.11.1980
Sarah Schleper,19.02.1979
Yuko Otaka,23.05.1950
Edwin Wedge,08.01.1911
Anna Maria Muller,23.02.1949
Werner Jager,03.09.1959
Lauri Valonen,28.09.1909
Torgeir Bergrem,20.09.1991
Gorban Ali Kalhore,09.10.1952
Lukas Gruener 1,18.10.1981
Gustavo Thoni,28.02.1951
Sergei Osipov,01.10.1951
Josef Feistmantl,23.02.1939
Willy Bertin,26.08.1944
Deborah Genovese,09.03.1955
Hidenori Isa,30.07.1976
Christian Breuer,03.11.1976
Ina Kummel,30.08.1967
Nurbergen Zhumagaziyev,29.11.1990
Farrell Treacy,29.04.1995
Shoko Fujimura,26.04.1987
Ulrich Wehling,08.07.1952
Agnieszka Cyl,28.02.1984
Zoltan Tagscherer,13.05.1976
John Lettengarver,20.04.1929
Martina Fortkord,22.03.1973
Anja Zavadlav,11.05.1960
Sindri M Palsson,21.12.1982
Midori Furusawa,28.04.1974
Sandy Lenz,10.06.1960
Yvonne Visser,09.07.1965
Nicolae Cornel Craicun,29.07.1925
Norbert Farkas,07.04.1992
Jamie Nicholls,21.07.1993
Henri Duvillard,23.12.1947
Danko Marinelli,30.05.1987
Tony Benshoof,07.07.1975
Volodymyr Trachuk,03.01.1985
Agnes Simon,23.09.1974
Rodney Hebron,07.07.1942
El Hassan Mahta,02.10.1965
Petra Vlhova,13.06.1995
Peggy Fleming,27.07.1948
Sumire Kikuchi,15.01.1996
Billy Morgan,02.04.1989
Josef Polig,09.11.1968
Gilbert Van Eesbeeck,14.10.1952
Ayaulum Amrenova,30.11.2001
Bjorg Eva Jensen,15.02.1960
Daniel Stahlie,12.11.1974
Brittany Schussler,21.04.1985
Vlad Khadarin,22.02.1998
Tamara Rylova,01.10.1931
Urs Imboden,07.01.1975
Beatrice Gelmini,28.10.1966
Piotr Fijas,27.06.1958
You Lim Kim,03.02.1990
Megan Imrie,14.02.1986
Janez Lampic 1,27.09.1996
Ksenia Alopina,30.05.1992
Edith Thys,31.03.1966
Jaba Gelashvili,07.03.1993
Irina Yegorova,08.04.1940
Norbert Felsinger,17.07.1939
Katie Tsuyuki,04.03.1982
Karen Magnussen,04.04.1952
Reinhold Feichter,11.06.1952
Thomas Karadimos,16.10.1953
Inga Kesper,22.09.1968
Juliane Bray,09.10.1975
Grega Benedik,21.05.1962
Marco Huser,12.11.1979
Izidor Sustersic,18.02.1977
Isabel Derungs,17.07.1987
Lauri Kivari,23.03.1996
Simon Dartois,26.01.1992
Walter Sailer,31.12.1946
Mehmet Yildirim,13.12.1948
Michel Rahme,
Barbara Kantorova,03.03.1992
Otgontsetseg Chinbat,30.04.1991
Isabelle Weidemann,18.07.1995
Marja Liisa Hamalainen,10.09.1955
Takashi Takagi,04.06.1962
Andree Bermond,29.03.1929
Larry Arbuthnot,09.05.1947
Jonas Boesiger,05.04.1995
Myriam Oberwiler,19.11.1962
Anice Das,31.12.1985
Yoshiko Honda,23.05.1966
Roger Schneider,22.05.1983
Erna Steuri,22.04.1917
Charle Cournoyer,11.06.1991
Roman Krech,14.07.1989
Chengye Zhang,20.05.1982
Natalia Wojtusciszyn,02.02.1993
Tzvetana Sotirova,22.12.1939
Olga Graf,15.07.1983
Ivan Dinev,08.11.1978
Karsten Brandt,14.09.1958
James Edward Wood,13.10.1952
Kexin Zhang 1,05.06.2002
Michael Riegler,17.07.1979
Leanid Karneyenka,20.08.1987
Bill Spencer,23.03.1956
Jean Jobez,17.04.1943
Luvsanayashin Dashdemberel,17.05.1940
